,Unnamed: 0,roundId,roundNumber,roundTimeMillis,killId,tradedByKillId,tradedForKillId,bombId,resId,playerId,assists,referencePlayerId,eventType,damageType,weapon,impact,attackingWinProbabilityBefore,attackingWinProbabilityAfter,attackingTeamId,matchId
1879,1879,1231292,17,55369,9983801.0,9983796.0,,,,1251.0,[],3043.0,kill,weapon,Phantom,0.19019320924322053,0.4552054451034678,0.26501223586024725,17,79010
1880,1880,1231292,17,56230,9983796.0,,9983801.0,,,2335.0,"[{'assistId': 3635586, 'assistantId': 1256, 'damage': 0}]",1251.0,kill,weapon,Vandal,0.20023785386819495,0.26501223586024725,0.4652500897284422,17,79010
1881,1881,1231292,17,60405,9983799.0,,,,,1256.0,"[{'assistId': 3635587, 'assistantId': 2359, 'damage': 109}]",1550.0,kill,weapon,Vandal,0.2644130958123103,0.4502473175577246,0.7146604133700349,17,79010
2036,2036,1231292,17,55369,9983801.0,9983796.0,,,,1251.0,[],3043.0,kill,weapon,Phantom,0.19019320924322053,0.4552054451034678,0.26501223586024725,17,79011
2037,2037,1231292,17,56230,9983796.0,,9983801.0,,,2335.0,"[{'assistId': 3635586, 'assistantId': 1256, 'damage': 0}]",1251.0,kill,weapon,Vandal,0.20023785386819495,0.26501223586024725,0.4652500897284422,17,79011
2038,2038,1231292,17,60405,9983799.0,,,,,1256.0,"[{'assistId': 3635587, 'assistantId': 2359, 'damage': 109}]",1550.0,kill,weapon,Vandal,0.2644130958123103,0.4502473175577246,0.7146604133700349,17,79011
2065,2065,1231384,3,33393,9984455.0,,,,,2716.0,"[{'assistId': 3635856, 'assistantId': 2841, 'damage': 0}]",10211.0,kill,weapon,Vandal,0.22145993777093356,0.5542235224580752,0.7756834602290087,6426,79016
2066,2066,1231384,3,37016,9984451.0,,,,,1690.0,[],3211.0,kill,weapon,Phantom,0.17459747389082025,0.7756834602290087,0.6010859863381884,6426,79016
2067,2067,1231384,3,41921,9984453.0,,,,,2841.0,[],17788.0,kill,weapon,Vandal,0.17540310705299045,0.6010859863381884,0.7764890933911789,6426,79016
2246,2246,1231384,3,33393,9984455.0,,,,,2716.0,"[{'assistId': 3635856, 'assistantId': 2841, 'damage': 0}]",10211.0,kill,weapon,Vandal,0.22145993777093356,0.5542235224580752,0.7756834602290087,6426,79017
2247,2247,1231384,3,37016,9984451.0,,,,,1690.0,[],3211.0,kill,weapon,Phantom,0.17459747389082025,0.7756834602290087,0.6010859863381884,6426,79017
2248,2248,1231384,3,41921,9984453.0,,,,,2841.0,[],17788.0,kill,weapon,Vandal,0.17540310705299045,0.6010859863381884,0.7764890933911789,6426,79017
2427,2427,1231384,3,33393,9984455.0,,,,,2716.0,"[{'assistId': 3635856, 'assistantId': 2841, 'damage': 0}]",10211.0,kill,weapon,Vandal,0.22145993777093356,0.5542235224580752,0.7756834602290087,6426,79018
2428,2428,1231384,3,37016,9984451.0,,,,,1690.0,[],3211.0,kill,weapon,Phantom,0.17459747389082025,0.7756834602290087,0.6010859863381884,6426,79018
2429,2429,1231384,3,41921,9984453.0,,,,,2841.0,[],17788.0,kill,weapon,Vandal,0.17540310705299045,0.6010859863381884,0.7764890933911789,6426,79018
2077,2077,1231386,5,5005,9984465.0,9984466.0,,,,3211.0,[],1690.0,kill,weapon,Vandal,0.2190641749967222,0.45990677147313297,0.6789709464698552,6426,79016
2078,2078,1231386,5,5613,9984466.0,,9984465.0,,,2056.0,[],3211.0,kill,weapon,Vandal,0.18221616864638407,0.6789709464698552,0.4967547778234712,6426,79016
2079,2079,1231386,5,6642,9984463.0,,,,,17788.0,"[{'assistId': 3635859, 'assistantId': 2056, 'damage': 89}]",2716.0,kill,weapon,Phantom,0.22549361928547054,0.4967547778234712,0.2712611585380006,6426,79016
2080,2080,1231386,5,35993,9984467.0,,,,,750.0,[],398.0,kill,weapon,Guardian,0.19599600721066052,0.2685711198389612,0.07257511262830066,6426,79016
2258,2258,1231386,5,5005,9984465.0,9984466.0,,,,3211.0,[],1690.0,kill,weapon,Vandal,0.2190641749967222,0.45990677147313297,0.6789709464698552,6426,79017
2259,2259,1231386,5,5613,9984466.0,,9984465.0,,,2056.0,[],3211.0,kill,weapon,Vandal,0.18221616864638407,0.6789709464698552,0.4967547778234712,6426,79017
2260,2260,1231386,5,6642,9984463.0,,,,,17788.0,"[{'assistId': 3635859, 'assistantId': 2056, 'damage': 89}]",2716.0,kill,weapon,Phantom,0.22549361928547054,0.4967547778234712,0.2712611585380006,6426,79017
2261,2261,1231386,5,35993,9984467.0,,,,,750.0,[],398.0,kill,weapon,Guardian,0.19599600721066052,0.2685711198389612,0.07257511262830066,6426,79017
2439,2439,1231386,5,5005,9984465.0,9984466.0,,,,3211.0,[],1690.0,kill,weapon,Vandal,0.2190641749967222,0.45990677147313297,0.6789709464698552,6426,79018
2440,2440,1231386,5,5613,9984466.0,,9984465.0,,,2056.0,[],3211.0,kill,weapon,Vandal,0.18221616864638407,0.6789709464698552,0.4967547778234712,6426,79018
2441,2441,1231386,5,6642,9984463.0,,,,,17788.0,"[{'assistId': 3635859, 'assistantId': 2056, 'damage': 89}]",2716.0,kill,weapon,Phantom,0.22549361928547054,0.4967547778234712,0.2712611585380006,6426,79018
2442,2442,1231386,5,35993,9984467.0,,,,,750.0,[],398.0,kill,weapon,Guardian,0.19599600721066052,0.2685711198389612,0.07257511262830066,6426,79018
2097,2097,1231388,7,55439,9984476.0,,,,,1690.0,"[{'assistId': 3635862, 'assistantId': 17788, 'damage': 123}]",3211.0,kill,weapon,Phantom,0.184726942210054,0.4535098799225815,0.2687829377125275,6426,79016
2098,2098,1231388,7,60534,9984482.0,,,,,17788.0,"[{'assistId': 3635869, 'assistantId': 750, 'damage': 0}, {'assistId': 3635868, 'assistantId': 2056, 'damage': 0}]",2841.0,kill,weapon,Phantom,0.17456694521345595,0.2670193597209661,0.09245241450751014,6426,79016
2099,2099,1231388,7,62353,9984477.0,,,,,1690.0,"[{'assistId': 3635863, 'assistantId': 2056, 'damage': 0}]",2716.0,kill,weapon,Phantom,0.05770732505657247,0.09245241450751014,0.03474508945093766,6426,79016
2100,2100,1231388,7,65395,9984478.0,,,,,398.0,"[{'assistId': 3635864, 'assistantId': 2841, 'damage': 74}, {'assistId': 3635865, 'assistantId': 2483, 'damage': 200}]",1690.0,kill,weapon,Vandal,0.05131546765524786,0.03474508945093766,0.08606055710618553,6426,79016
2101,2101,1231388,7,74804,9984479.0,,,,,2483.0,[],17788.0,kill,weapon,Vandal,0.12528181201369598,0.08003394751900401,0.20531575953269998,6426,79016
2102,2102,1231388,7,81843,9984480.0,,,,,2483.0,"[{'assistId': 3635866, 'assistantId': 398, 'damage': 0}]",2056.0,kill,weapon,Vandal,0.2142939968106919,0.20056367410839027,0.41485767091908216,6426,79016
